chr10	51946999	52008370	ASAH2
chr10	124214178	124216868	ARMS2
chr11	111957547	111966525	SDHD
chr11	111895537	111935002	DLAT
chr11	34937676	35017675	PDHX
chr11	57295935	57298232	TIMM10
chr11	67798083	67804114	NDUFS8
chr11	67374322	67380012	NDUFV1
chr11	59573607	59578345	MRPL16
chr11	61197596	61214239	SDHAF2
chr11	47638857	47664206	MTCH2
chr11	107992257	108018891	ACAT1
chr11	111955538	111957522	TIMM8B
chr11	6701615	6704632	MRPL17
chr11	66202549	66206310	MRPL11
chr11	110300660	110335608	FDX1
chr11	68658745	68671303	MRPL21
chr11	72003469	72145724	CLPB
chr11	64889715	64894841	MRPL49
chr11	85358962	85367597	TMEM126A
chr11	134123433	134135746	ACAD8
chr11	86152149	86383678	ME3
chr11	77779392	77791265	NDUFC2
chr11	74202922	74204755	LIPT2
chr11	82970134	82997450	CCDC90B
chr11	1968501	1977839	MRPL23
chr11	118272103	118280562	ATP5L
chr11	66615996	66725847	PC
chr11	47600561	47606115	NDUFS3
chr11	68522087	68609399	CPT1A
chr11	78147006	78285909	NARS2
chr11	63742078	63744015	COX8A
chr11	790474	798269	SLC25A22
chr11	65142662	65151172	SLC25A45
chr11	114310107	114321000	REXO2
chr11	6502676	6505911	TIMM10B
chr11	64085559	64089295	PRDX5
chr11	215029	236362	SIRT3
chr11	31453948	31531169	IMMP1L
chr11	63766029	63933585	MACROD1
chr11	73711325	73720282	UCP3
chr11	67395408	67397408	NUDT8
chr11	63997752	64001753	DNAJC4
chr11	34460471	34493607	CAT
chr11	133710516	133715392	SPATA19
chr11	20385230	20405329	HTATIP2
chr11	44087728	44105569	ACCS
chr11	73583712	73587890	COA4
chr11	85339616	85347583	TMEM126B
chr11	47586981	47595013	PTPMT1
chr11	118955586	118964259	HMBS
chr11	118895060	118901616	SLC37A4
chr11	43902356	43941825	ALKBH3
chr11	58476229	58499447	GLYAT
chr11	112097087	112104695	PTS
chr11	61731756	61735132	FTH1
chr11	73685715	73693889	UCP2
chr11	64781584	64789657	ARL2
chr11	73498916	73575656	MRPL48
chr11	126071988	126081587	RPUSD4
chr11	119039042	119054726	NLRX1
chr11	126138934	126148027	FOXRED1
chr11	28129797	28355054	METTL15
chr11	7686325	7694821	CYB5R2
chr11	17298285	17353070	NUCB2
chr11	67806461	67818366	TCIRG1
chr11	64037299	64052176	BAD
chr12	120941081	120966964	COQ5
chr12	27863705	27909237	MRPS35
chr12	56665482	56694175	CS
chr12	98987402	98995778	SLC25A3
chr12	57031958	57039852	ATP5B
chr12	51442081	51454207	LETMD1
chr12	120875892	120878545	COX6A1
chr12	121163570	121177811	ACADS
chr12	56660641	56664750	COQ10A
chr12	4758263	4796720	NDUFA9
chr12	108956293	108963160	ISCU
chr12	7074514	7079916	PHB2
chr12	110972236	111021064	PPTC7
chr12	58176527	58196639	TSFM
chr12	32899477	32908887	YARS2
chr12	120884240	120901556	GATC
chr12	112204690	112247789	ALDH2
chr12	50505763	50514240	COX14
chr12	95365103	95397489	NDUFA12
chr12	107371068	107380944	MTERFD3
chr12	25348149	25357949	LYRM5
chr12	56862300	56864767	SPRYD4
chr12	112123856	112194911	ACAD10
chr12	6601315	6602471	MRPL51
chr12	56391042	56399309	SUOX
chr12	120881763	120884215	TRIAP1
chr12	57623355	57628718	SHMT2
chr12	109991520	110011358	MMAB
chr12	123717843	123742506	C12orf65
chr12	56109817	56113491	BLOC1S1
chr12	105413561	105478341	ALDH1L2
chr12	58335444	58351052	XRCC6BP1
chr12	122692208	122712081	DIABLO
chr12	133264191	133281577	PXMP2
chr12	56864727	56882198	GLS2
chr12	39945021	40013843	ABCD2
chr12	93861265	93897548	MRPL42
chr12	102091416	102122846	CHPT1
chr12	132413744	132428406	PUS1
chr12	16500075	16530123	MGST1
chr12	113860215	113876081	SDSL
chr12	109577201	109706030	ACACB
chr12	32832133	32898584	DNM1L
chr12	81471808	81649582	ACSS3
chr12	13127798	13153243	HEBP1
chr12	133287392	133299323	PGAM5
chr12	104609556	104744085	TXNRD1
chr12	111890017	112037480	ATXN2
chr12	109535398	109548798	UNG
chr12	59989820	60183635	SLC16A7
chr12	123405497	123451056	ABCB9
chr12	120532898	120554643	RAB35
chr12	6976583	6980110	TPI1
chr12	6643570	6647541	GAPDH
chr12	66530715	66563852	TMBIM4
chr12	104166080	104234975	NT5DC3
chr12	21788274	21810789	LDHB
chr12	54058943	54070512	ATP5G2
chr12	65672422	65860687	MSRB3
chr12	52908358	52914243	KRT5
chr12	120740123	120751045	SIRT4
chr12	58156116	58160976	CYP27B1
chr12	53693469	53700965	C12orf10
chr12	107385142	107487635	CRY1
chr12	110338078	110355874	TCHP
chr13	48516790	48575462	SUCLA2
chr13	24304327	24463587	MIPEP
chr13	100741268	101182691	PCCA
chr13	45967453	45992590	SLC25A30
chr13	41363546	41386596	SLC25A15
chr13	42140960	42535221	VWA8
chr13	100258917	100545018	CLYBL
chr13	111293756	111358480	CARS2
chr13	21750371	21753220	MRPL57
chr13	43597361	43683306	DNAJC15
chr13	41303431	41345347	MRPS31
chr13	41790515	41837713	MTRF1
chr13	22066827	22178355	MICU2
chr13	111267806	111292342	CARKD
chr13	28009775	28024739	MTIF3
chr14	74960422	74962271	ISCA2
chr14	75348593	75370450	DLST
chr14	74416636	74429813	COQ6
chr14	58875369	58894232	TIMM9
chr14	74524367	74551196	ALDH6A1
chr14	50709151	50778947	L2HGDH
chr14	78174413	78183941	SLIRP
chr14	70791797	70826448	COX16
chr14	24422943	24438488	DHRS4
chr14	96001322	96011055	GLRX5
chr14	37147125	37641865	SLC25A21
chr14	100757452	100772860	SLC25A29
chr14	32030590	32330429	NUBPL
chr14	23235730	23240998	OXA1L
chr14	104378624	104387903	C14orf2
chr14	77787229	77797940	GSTZ1
chr14	74035762	74042362	ACOT2
chr14	104029298	104057236	APOPT1
chr14	93813536	93814700	COX8C
chr14	24908971	24912007	SDR39U1
chr14	24759803	24769039	DHRS1
chr14	91580356	91691740	C14orf159
chr14	24563482	24573339	PCK2
chr14	78266425	78400297	ADCK1
chr14	23299091	23304246	MRPL52
chr14	21457964	21465194	METTL17
chr14	68086578	68118436	ARG2
chr14	68143518	68162510	RDH11
chr14	35747763	35786685	PSMA6
chr14	100789678	100796715	SLC25A47
chr14	64854758	64926725	MTHFD1
chr14	70833212	70883807	SYNJ2BP
chr14	50779046	50792946	ATP5S
chr14	94577078	94583036	IFI27
chr14	77972339	78083110	SPTLC2
chr14	35591526	35743284	KIAA0391
chr14	92582467	92588153	NDUFB1
chr14	23775970	23780968	BCL2L2
chr14	78138748	78174356	ALKBH1
chr15	75212616	75230495	COX5A
chr15	89002708	89010633	MRPL46
chr15	78441718	78462884	IDH3A
chr15	76508628	76603810	ETFA
chr15	65442783	65477563	CLPX
chr15	41679546	41694658	NDUFAF1
chr15	40697685	40713512	IVD
chr15	90627210	90645708	IDH2
chr15	63413998	63434264	LACTB
chr15	45923345	45983492	SQRDL
chr15	89010683	89021861	MRPS11
chr15	45653321	45670980	GATM
chr15	65293849	65321977	MTFMT
chr15	89859535	89878026	POLG
chr15	90808894	90815443	NGRN
chr15	43985083	43991420	CKMT1A
chr15	48623620	48635570	DUT
chr15	80135888	80189627	MTHFS
chr15	59499014	59500785	LDHAL6B
chr15	65107828	65117867	PIF1
chr15	74275558	74286963	STOML1
chr15	83657714	83680393	C15orf40
chr15	74630102	74660081	CYP11A1
chr15	41028085	41047458	RMDN3
chr15	67813521	67819641	C15orf61
chr15	45722726	45725647	C15orf48
chr15	43885251	43891604	CKMT1B
chr15	77223961	77242601	RCN2
chr16	19078916	19091417	COQ7
chr16	57481336	57495187	COQ9
chr16	21964608	21994668	UQCRC2
chr16	31119614	31124112	BCKDK
chr16	81009698	81040502	CMC2
chr16	85833172	85840607	COX4I1
chr16	417383	420569	MRPL28
chr16	2009516	2011976	NDUFB10
chr16	3708037	3767598	TRAP1
chr16	4475805	4506775	DNAJA3
chr16	1821895	1823140	MRPS34
chr16	89160216	89222254	ACSF3
chr16	1859103	1877195	HAGH
chr16	20420855	20452281	ACSM5
chr16	89574804	89624174	SPG7
chr16	83932729	83949787	MLYCD
chr16	28853731	28857729	TUFM
chr16	31439051	31439749	COX6A2
chr16	23592334	23607639	NDUFAB1
chr16	20634558	20702578	ACSM1
chr16	20775311	20808479	ACSM3
chr16	2289872	2301602	ECI1
chr16	23533333	23568696	EARS2
chr16	15489610	15503543	MPV17L
chr16	1469744	1470801	C16orf91
chr16	718082	724174	RHOT2
chr16	69362523	69364498	PDF
chr16	70147528	70195184	PDPR
chr16	2034149	2037750	GFER
chr16	75145757	75150670	LDHD
chr16	48278210	48387407	LONP2
chr16	81115551	81129980	GCSH
chr16	46918307	46965201	GPT2
chr16	1877224	1890203	FAHD1
chr16	8768443	8878432	ABAT
chr16	4390251	4401373	PAM16
chr16	69458497	69500167	CYB5B
chr16	446754	450754	NME4
chr16	20462858	20498991	ACSM2A
chr16	58741034	58768261	GOT2
chr16	89988416	90002505	TUBB3
chr16	84155743	84178800	HSDL1
chr16	75661621	75681585	KARS
chr16	20911556	20936328	LYRM1
chr16	66914382	66925002	PDP2
chr16	691848	698474	FAM195A
chr16	8889036	8891505	TMEM186
chr16	66541905	66584315	TK2
chr16	72042642	72059316	DHODH
chr16	68055176	68057770	DDX28
chr16	2089815	2097867	NTHL1
chr16	18794276	18801656	RPS15A
chr16	1820320	1821710	NME3
chr16	87921624	87970112	CA5A
chr16	68056846	68113226	DUS2
chr17	79670399	79674556	MRPL12
chr17	55916286	55927433	MRPS23
chr17	53038566	53046064	COX11
chr17	45900637	45908907	MRPL10
chr17	47481409	47492267	PHB
chr17	5336098	5342471	C1QBP
chr17	34958024	34965407	MRM1
chr17	17921333	17942480	ATPAF2
chr17	8191081	8198170	SLC25A35
chr17	4840425	4843462	SLC25A11
chr17	61678230	61685725	TACO1
chr17	48172100	48188733	PDK2
chr17	27182042	27188072	ERAL1
chr17	7120443	7128586	ACADVL
chr17	73257748	73262457	MRPS7
chr17	72858618	72869156	FDXR
chr17	900356	905390	TIMM22
chr17	26673658	26684603	POLDIP2
chr17	79679265	79688046	SLC25A10
chr17	73269060	73285530	SLC25A19
chr17	48445227	48450562	MRPL27
chr17	10583648	10600885	SCO1
chr17	73034954	73043074	ATP5H
chr17	73894723	73901181	MRPL38
chr17	73008779	73017356	ICT1
chr17	13972718	14111996	COX10
chr17	55162552	55198710	AKAP1
chr17	685512	695741	RNMTL1
chr17	42396992	42402217	SLC25A39
chr17	21101262	21117908	TMEM11
chr17	42082031	42086436	NAGS
chr17	79632065	79633618	OXLD1
chr17	40949635	40950743	COA3
chr17	29226000	29233286	TEFM
chr17	48503518	48552206	ACSF2
chr17	40714091	40718299	COASY
chr17	36886509	36891858	CISD3
chr17	662548	685571	GLOD4
chr17	36452988	36479101	MRPL45
chr17	79213110	79215098	C17orf89
chr17	43100705	43138477	DCAKD
chr17	15902693	15932723	TTC19
chr17	12894928	12921381	ELAC2
chr17	40023178	40075272	ACLY
chr17	35441926	35766902	ACACA
chr17	19552063	19580908	ALDH3A2
chr17	26941457	26972177	KIAA0100
chr17	21030240	21095285	DHRS7B
chr17	17206679	17250977	NT5M
chr17	30469472	30552790	RHOT1
chr17	46018888	46026674	PNPO
chr17	26205339	26220409	LYRM9
chr17	57774666	57784856	PTRH2
chr17	76374734	76420639	PGS1
chr17	80036213	80056106	FASN
chr17	18177234	18218321	TOP3A
chr17	18231173	18266877	SHMT1
chr17	46970147	46973232	ATP5G1
chr17	6944948	6947242	SLC16A11
chr17	1619816	1641893	WDR81
chr17	48556189	48563336	RSAD1
chr17	66970772	67057136	ABCA9
chr17	73937588	73975515	ACOX1
chr17	79993756	79995573	DCXR
chr17	79890261	79895204	PYCR1
chr17	79801033	79818544	P4HB
chr17	62473901	62493184	POLG2
chr17	48624449	48633213	SPATA20
chr17	56597610	56618179	SEPT4
chr17	73126319	73127890	NT5C
chr17	41322497	41363707	NBR1
chr17	39968961	39979469	FKBP10
chr17	19807764	19881169	AKAP10
chr18	43664109	43684199	ATP5A1
chr18	12328942	12377275	AFG3L2
chr18	9102627	9134343	NDUFV2
chr18	55212072	55253969	FECH
chr18	47309873	47340251	ACAA2
chr18	71815745	71826204	TIMM21
chr18	48405431	48476162	ME2
chr18	13663345	13726591	FAM210A
chr18	72909277	72921281	ZADH2
chr18	12407894	12432236	SLMO1
chr18	77794345	77810652	RBFA
chr18	21742010	21977833	OSBPL1A
chr18	71920526	71959251	CYB5A
chr18	57567191	57571538	PMAIP1
chr18	60790578	60986613	BCL2
chr19	1241748	1244824	ATP5D
chr19	29698166	29704136	UQCRFS1
chr19	17416476	17417652	MRPL34
chr19	41903693	41930910	BCKDHA
chr19	1383882	1395588	NDUFS7
chr19	5691844	5720463	LONP1
chr19	2425621	2427914	TIMM13
chr19	7991602	8008708	TIMM44
chr19	36139124	36149686	COX6B1
chr19	6361462	6368915	CLPP
chr19	10362639	10370736	MRPL4
chr19	617222	633568	POLRMT
chr19	36486089	36487220	SDHAF1
chr19	39971051	39981528	TIMM50
chr19	19174802	19223841	SLC25A42
chr19	39306061	39322497	ECH1
chr19	39421347	39423659	MRPS12
chr19	8376183	8386280	NDUFA7
chr19	44010870	44031396	ETHE1
chr19	51848408	51869672	ETFB
chr19	13001942	13010813	GCDH
chr19	36641823	36643771	COX7A1
chr19	45394476	45406946	TOMM40
chr19	6372443	6375261	ALKBH7
chr19	36290891	36304201	PRODH2
chr19	10420890	10426691	FDX1L
chr19	14676889	14682889	NDUFB7
chr19	5678432	5680911	C19orf70
chr19	3762664	3767563	MRPL54
chr19	54606159	54610281	NDUFA3
chr19	39405903	39421536	SARS2
chr19	19627018	19639013	NDUFA13
chr19	5891286	5904024	NDUFA11
chr19	55555691	55580914	RDH13
chr19	49298318	49314320	BCAT2
chr19	13064969	13068068	GADD45GIP1
chr19	55861069	55866182	COX6B2
chr19	17445790	17453540	GTPBP3
chr19	6440074	6459781	SLC25A23
chr19	18304039	18307550	MPV17L2
chr19	1597153	1605483	UQCR11
chr19	34855644	34893318	GPI
chr19	46031024	46088122	OPA3
chr19	11616730	11639987	ECSIT
chr19	48835615	48867186	TMEM143
chr19	11039423	11040916	C19orf52
chr19	11453451	11456981	TMEM205
chr19	49458116	49465055	BAX
chr19	33182866	33204702	NUDT19
chr19	7694670	7696510	PET100
chr19	55964345	55973049	ISOC2
chr19	41197433	41222790	ADCK4
chr19	13215713	13227563	TRMT1
chr19	6426047	6433790	SLC25A41
chr19	41937222	41945843	ATP5SL
chr19	18642567	18654383	FKBP8
chr19	10812111	10824043	QTRT1
chr19	12907633	12912724	PRDX2
chr19	50194364	50216988	CPT1C
chr19	1103924	1106788	GPX4
chr19	33369903	33462869	CEP89
chr19	46272966	46285815	DMPK
chr2	74699084	74699942	MRPL53
chr2	44113362	44223144	LRPPRC
chr2	206987802	207024243	NDUFS1
chr2	26413503	26467594	HADHA
chr2	84650646	84686586	SUCLG1
chr2	86371054	86422893	IMMT
chr2	55463755	55496384	MTIF2
chr2	191069359	191184771	HIBCH
chr2	211052715	211090215	ACADL
chr2	224822120	224832431	MRPL44
chr2	98262520	98264657	COX5B
chr2	27994583	28002608	MRPL33
chr2	177134122	177202753	MTX2
chr2	219524378	219528166	BCS1L
chr2	69623244	69664760	NFU1
chr2	105654482	105716418	MRPS9
chr2	198351307	198364998	HSPD1
chr2	173420696	173463862	PDK1
chr2	75873908	75889334	MRPL19
chr2	198570027	198573114	MARS2
chr2	172639914	172750816	SLC25A12
chr2	99797541	99816020	MRPL30
chr2	198318230	198339851	COQ10B
chr2	157291964	157442915	GPD2
chr2	240896788	240964819	NDUFA10
chr2	191745546	191830270	GLS
chr2	96068447	96078879	FAHD2A
chr2	95752951	95787754	MRPS5
chr2	71336805	71357394	MCEE
chr2	176040985	176046490	ATP5G3
chr2	99215785	99224981	COA5
chr2	73114511	73119289	SPR
chr2	27532359	27545969	MPV17
chr2	198364720	198368187	HSPE1
chr2	86333304	86369280	PTCD3
chr2	86426555	86440477	MRPL35
chr2	201936461	201950473	NDUFB3
chr2	37458773	37476303	NDUFAF7
chr2	74425689	74442424	MTHFD2
chr2	211342405	211543831	CPS1
chr2	200820039	200828847	C2orf47
chr2	18735988	18741959	RDH14
chr2	220074487	220083712	ABCB6
chr2	113342035	113346617	CHCHD5
chr2	219646471	219680016	CYP27A1
chr2	63815742	63834330	MDH1
chr2	170386261	170430431	FASTKD1
chr2	26467615	26513333	HADHB
chr2	73169164	73298965	SFXN5
chr2	170668267	170681353	METTL5
chr2	99771417	99779613	LIPT1
chr2	75059781	75120481	HK2
chr2	70523107	70529220	FAM136A
chr2	74756531	74760683	HTRA2
chr2	242673993	242708231	D2HGDH
chr2	190611385	190627924	OSGEPL1
chr2	74153952	74186088	DGUOK
chr2	96850602	96874573	STARD7
chr2	209100950	209119867	IDH1
chr2	201754049	201768655	NIF3L1
chr2	172864803	172945587	METAP1D
chr2	242034980	242041747	MTERFD2
chr2	242615156	242626383	DTYMK
chr2	42577644	42588356	COX7A2L
chr2	120436742	120439694	TMEM177
chr2	150426146	150444330	MMADHC
chr2	74362527	74375039	BOLA3
chr2	207630111	207660911	FASTKD2
chr2	88422507	88427650	FABP1
chr2	120124499	120130127	DBI
chr2	55861197	55921045	PNPT1
chr2	3592481	3605961	RNASEH1
chr2	120517206	120742474	PTPN4
chr2	6980683	7005950	CMPK2
chr2	228189866	228222552	MFF
chr2	241808161	241818536	AGXT
chr2	172173912	172291312	METTL8
chr2	54342409	54532435	ACYP2
chr2	73461363	73480150	CCT7
chr2	216176678	216214496	ATIC
chr2	32390909	32449181	SLC30A6
chr2	233470766	233547491	EFHD1
chr2	242750159	242758739	NEU4
chr2	202098165	202152434	CASP8
chr2	73300509	73340146	RAB11FIP5
chr2	44544747	44589001	PREPL
chr2	88991175	89050452	RPIA
chr2	29072687	29093175	TRMT61B
chr2	200775978	200792996	C2orf69
chr20	57603732	57607422	ATP5E
chr20	2639040	2644865	IDH3B
chr20	33890368	33999945	UQCC1
chr20	34256609	34287287	NFS1
chr20	13765671	13799067	NDUFAF5
chr20	3026674	3028896	MRPS26
chr20	60758080	60777810	MTG2
chr20	57608199	57617901	SLMO2
chr20	34287231	34288902	ROMO1
chr20	30225690	30232800	COX4I2
chr20	5986738	6020697	CRLS1
chr20	32290549	32308136	PXMP4
chr20	24986865	25038818	ACSS1
chr20	3827445	3856770	MAVS
chr20	54933982	54943718	FAM210B
chr20	18118498	18123812	PET117
chr20	3127164	3140532	FASTKD5
chr20	52769987	52790516	CYP24A1
chr20	3869485	3904502	PANK2
chr20	17949761	17971762	MGME1
chr20	35234136	35240960	C20orf24
chr20	43570770	43589114	TOMM34
chr20	30252260	30310656	BCL2L1
chr20	9518036	9819687	PAK7
chr21	35275756	35288158	ATP5O
chr21	27096790	27107965	ATP5J
chr21	45553493	45565605	C21orf33
chr21	44313377	44329773	NDUFV3
chr21	35445822	35515334	MRPS6
chr21	26957967	26979801	MRPL39
chr21	34860361	34864030	DNAJC28
chr21	37507262	37518860	CBR3
chr21	33031934	33041243	SOD1
chr21	47706266	47717665	YBEY
chr22	30163357	30166402	UQCR10
chr22	44351260	44392412	SAMM50
chr22	41865128	41924993	ACO2
chr22	19420035	19423596	MRPL40
chr22	36863092	36877687	TXN2
chr22	42481529	42486888	NDUFA6
chr22	43528211	43539403	MCAT
chr22	19163087	19166376	SLC25A1
chr22	18900286	18924066	PRODH
chr22	39077953	39080766	TOMM22
chr22	24108020	24110141	CHCHD10
chr22	42475694	42480288	SMDT1
chr22	29138042	29153496	HSCB
chr22	19863040	19929515	TXNRD2
chr22	38203911	38213183	GCAT
chr22	50961996	50964868	SCO2
chr22	18043182	18073647	SLC25A18
chr22	41253084	41328823	XPNPEP3
chr22	50639407	50656045	SELO
chr22	46731297	46753237	TRMU
chr22	17618409	17646177	CECR5
chr22	37406899	37416224	TST
chr22	41165633	41215403	SLC25A17
chr22	51007289	51017096	CPT1B
chr22	37415682	37425863	MPST
chr22	32014476	32026810	PISD
chr22	29950797	29977326	NIPSNAP1
chr22	21319417	21335649	AIFM3
chr22	30821610	30825041	MTFP1
chr22	18121349	18213621	BCL2L13
chr22	43547519	43559248	TSPO
chr22	43265771	43411184	PACSIN2
chr22	42949867	42970388	SERHL2
chr22	21061978	21213100	PI4KA
chr22	18216905	18257431	BID
chr22	43013845	43045405	CYB5R3
chr22	39898283	39914137	MIEF1
chr22	19929262	19957498	COMT
chr22	38453261	38471708	PICK1
chr22	21213291	21245501	SNAP29
chr3	48636431	48647098	UQCRC1
chr3	58413356	58419579	PDHB
chr3	158362316	158410360	GFM1
chr3	45430074	45590328	LARS2
chr3	193310932	193415600	OPA1
chr3	179322574	179342288	NDUFB5
chr3	48894355	48936426	SLC25A20
chr3	119388371	119396243	COX17
chr3	179065479	179111008	MFN1
chr3	52232098	52248343	ALAS1
chr3	67410883	67705038	SUCLG2
chr3	28283123	28361263	CMC1
chr3	135969166	136049013	PCCB
chr3	131181044	131221860	MRPL3
chr3	182733005	182817365	MCCC1
chr3	197236653	197300194	BDH1
chr3	179306254	179322434	MRPL47
chr3	122078435	122102074	CCDC58
chr3	16306666	16347594	OXNAD1
chr3	66119284	66429351	SLC25A26
chr3	100053561	100074478	NIT2
chr3	11831915	11888393	TAMM41
chr3	14153576	14166371	CHCHD4
chr3	184908411	184971886	EHHADH
chr3	15090018	15106816	MRPS25
chr3	128598332	128631957	ACAD9
chr3	9879532	9885702	RPUSD3
chr3	3168599	3190706	TRNT1
chr3	53850323	53880420	CHDH
chr3	139062860	139075887	MRPS22
chr3	59735035	61237133	FHIT
chr3	25831562	25836025	OXSM
chr3	42824399	42846027	HIGD1A
chr3	38164200	38178733	ACAA1
chr3	49454210	49460111	AMT
chr3	98298289	98312455	CPOX
chr3	132276981	132378975	ACAD11
